Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
ALG3	1.175	0.233	5.708E-01	
KLHL22	1.175	0.233	7.504E-01	
EIF4G1	1.175	0.232	7.094E-01	Eukaryotic translation initiation factor 4, gamma 1
HIST1H1C	1.175	0.232	6.798E-01	Histone cluster 1, H1c
LOC100045617	1.174	0.232	4.316E-01	
ISCU	1.174	0.232	2.952E-01	
AMPH	1.174	0.231	3.258E-01	
PELI1	1.174	0.231	5.276E-01	Transcribed locus
UBXD8	1.174	0.231	3.641E-01	
D10JHU81E	1.174	0.231	6.832E-01	
CLIP1	1.173	0.23	5.245E-01	CAP-GLY domain containing linker protein 1
SLC12A9	1.173	0.23	7.861E-01	Solute carrier family 12 (potassium/chloride transporters), member 9
ABI2	1.173	0.23	3.496E-02	Abl-interactor 2
HIST1H2BC	1.173	0.23	6.594E-01	Histone cluster 1, H2bc
TMEM59L	1.173	0.23	6.075E-01	Transmembrane protein 59-like
FHOD1	1.172	0.23	7.042E-01	
ETFA	1.172	0.229	8.253E-01	Transcribed locus, strongly similar to XP_001104838.1 electron transfer flavoprotein, alpha polypep
LIPH	1.172	0.229	7.686E-01	Lipase, member H
ZMYM3	1.172	0.229	1.217E-01	Zinc finger, MYM-type 3
TAF10	1.172	0.229	4.784E-01	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor
PRKAR1A	1.172	0.229	2.546E-02	Protein kinase, cAMP dependent regulatory, type I, alpha
ANKRD47	1.171	0.228	3.455E-01	
ACVR1	1.171	0.228	1.291E-01	Transcribed locus
NDUFA8	1.171	0.227	3.465E-01	
VEGFB	1.171	0.227	5.922E-01	Vascular endothelial growth factor B
CHURC1	1.171	0.227	5.021E-01	
KPNA3	1.171	0.227	5.815E-01	Karyopherin (importin) alpha 3
CNPY2	1.171	0.227	7.683E-01	Transcribed locus
ATP5S	1.17	0.227	6.429E-01	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s
KCNF1	1.17	0.227	4.245E-01	Potassium voltage-gated channel, subfamily F, member 1
PPP1R16A	1.17	0.227	6.640E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 16A
PLCH2	1.17	0.226	2.637E-01	
ITGB5	1.17	0.226	7.660E-01	
TSC2	1.17	0.226	1.388E-01	
ZER1	1.169	0.226	5.616E-02	Zer-1 homolog (C. elegans)
SF3B5	1.169	0.226	1.796E-01	
ORAI3	1.169	0.225	4.323E-01	ORAI calcium release-activated calcium modulator 3
VPS41	1.169	0.225	2.246E-01	Vacuolar protein sorting 41 (yeast)
SLC9A9	1.169	0.225	5.072E-01	Solute carrier family 9 (sodium/hydrogen exchanger), isoform 9
HCST	1.169	0.225	5.382E-01	
PGPEP1	1.169	0.225	6.217E-01	Pyroglutamyl-peptidase I
GOT2	1.169	0.225	3.478E-01	Glutamate oxaloacetate transaminase 2, mitochondrial
ANKRD13B	1.169	0.225	7.890E-01	Ankyrin repeat domain 13b
TRIAP1	1.168	0.224	4.615E-01	TP53 regulated inhibitor of apoptosis 1
FARS2	1.168	0.224	7.530E-01	
PNKP	1.168	0.224	1.320E-01	Polynucleotide kinase 3'- phosphatase
NTSR2	1.168	0.224	4.570E-01	Neurotensin receptor 2
CCDC130	1.168	0.224	5.373E-02	Coiled-coil domain containing 130
SPSB1	1.167	0.223	6.420E-01	SplA/ryanodine receptor domain and SOCS box containing 1
MRPL4	1.167	0.223	6.715E-01	Transcribed locus, strongly similar to XP_343355.3 similar to mitochondrial ribosomal protein L4 is
RPS27L	1.167	0.223	4.095E-01	
IFT52	1.167	0.223	4.599E-01	Intraflagellar transport 52 homolog (Chlamydomonas)
PDK1	1.167	0.223	6.642E-01	Pyruvate dehydrogenase kinase, isoenzyme 1
FLAD1	1.167	0.223	6.996E-01	RFad1, flavin adenine dinucleotide synthetase, homolog (yeast)
ACOT1	1.167	0.223	7.590E-01	Transcribed locus
LRG1	1.167	0.222	4.272E-01	Leucine-rich alpha-2-glycoprotein 1
YBX2	1.166	0.222	4.290E-01	Y box protein 2
CTSC	1.166	0.222	5.923E-01	Cathepsin C
MGC18837	1.166	0.221	7.528E-01	
BC085271	1.166	0.221	7.826E-01	SET translocation
COX5B	1.165	0.22	2.862E-01	
BAG3	1.165	0.22	8.483E-01	Bcl2-associated athanogene 3
EIF3B	1.165	0.22	7.615E-01	Eukaryotic translation initiation factor 3, subunit B
HNRNPA2B1	1.165	0.22	8.444E-01	Heterogeneous nuclear ribonucleoprotein A2/B1
APOBEC1	1.164	0.22	6.474E-01	Apolipoprotein B editing complex 1
ZNHIT2	1.164	0.22	7.027E-01	Zinc finger, HIT domain containing 2
PAFAH1B1	1.164	0.219	6.522E-01	Transcribed locus
TCP1	1.164	0.219	3.011E-01	
CS	1.164	0.219	7.495E-01	Transcribed locus
MARK4	1.164	0.219	5.643E-01	MAP/microtubule affinity-regulating kinase 4
1810007P19RIK	1.164	0.219	5.923E-01	
TSPYL3	1.164	0.219	7.233E-01	TSPY-like 3
GTF3A	1.163	0.218	3.921E-01	General transcription factor III A
MORF4L2	1.163	0.218	6.155E-02	Similar to Mortality factor 4-like protein 2 (MORF-related gene X protein) (Transcription factor-lik
LOC100048083	1.163	0.218	6.725E-01	
MRPL12	1.162	0.217	6.746E-01	Mitochondrial ribosomal protein L12
PGLS	1.162	0.217	7.663E-01	Transcribed locus
SSBP2	1.162	0.217	6.381E-01	Single-stranded DNA binding protein 2
BC030183	1.162	0.217	4.385E-01	
F2R	1.162	0.217	7.671E-01	Coagulation factor II (thrombin) receptor
2310047M10RIK	1.162	0.217	5.906E-01	RIKEN cDNA 2310047M10 gene
BC028528	1.162	0.216	6.952E-01	
RRP9	1.162	0.216	6.782E-01	
TMCC2	1.162	0.216	7.170E-01	
RBM38	1.162	0.216	4.187E-01	
IL4I1	1.162	0.216	2.323E-01	Interleukin 4 induced 1
COQ9	1.161	0.216	6.978E-01	
8430432M10RIK	1.161	0.216	8.506E-01	
SNN	1.161	0.216	2.207E-01	Stannin
DECR1	1.161	0.215	5.101E-01	2,4-dienoyl CoA reductase 1, mitochondrial
D15ERTD621E	1.161	0.215	4.636E-01	DNA segment, Chr 15, ERATO Doi 621, expressed
2310021P13RIK	1.161	0.215	6.880E-01	
DHRS7B	1.16	0.214	8.129E-02	Dehydrogenase/reductase (SDR family) member 7B
WDR60	1.16	0.214	4.180E-01	WD repeat domain 60
NOL5A	1.16	0.214	7.466E-01	
TTC26	1.16	0.214	2.497E-01	
UBAC2	1.16	0.214	2.130E-01	Ubiquitin associated domain containing 2
CTNNBL1	1.16	0.214	6.113E-01	Catenin, beta like 1
MOBK1B	1.16	0.214	7.783E-01	
BID	1.159	0.213	6.768E-01	
ISYNA1	1.159	0.213	6.007E-01	
PPP5C	1.159	0.213	6.876E-01	Protein phosphatase 5, catalytic subunit
NRXN3	1.159	0.213	6.147E-01	Transcribed locus
MYO7A	1.159	0.213	6.914E-01	Myosin VIIa
BCL10	1.159	0.213	5.083E-01	Transcribed locus
RAB14	1.159	0.213	3.996E-01	RAB14, member RAS oncogene family
SHKBP1	1.159	0.213	7.521E-01	Sh3kbp1 binding protein 1
PDLIM7	1.158	0.212	6.798E-01	
TMEM176B	1.158	0.212	3.444E-01	Transmembrane protein 176B
CLNS1A	1.158	0.211	4.624E-01	Chloride channel, nucleotide-sensitive, 1A
CCT6A	1.158	0.211	2.105E-01	
NAMPT	1.157	0.211	7.967E-01	Pre-B-cell colony-enhancing factor 1
CPXM1	1.157	0.211	6.230E-01	Carboxypeptidase X 1 (M14 family)
GSTM5	1.157	0.21	6.577E-01	
ST6GAL1	1.157	0.21	5.300E-01	Beta galactoside alpha 2,6 sialyltransferase 1
ILF3	1.157	0.21	3.595E-01	Interleukin enhancer binding factor 3
NOS1AP	1.156	0.21	1.463E-01	
TRUB1	1.156	0.21	5.005E-01	TruB pseudouridine (psi) synthase homolog 1 (E. coli)
ZFP238	1.156	0.209	3.094E-01	
FLT1	1.156	0.209	8.487E-01	FMS-like tyrosine kinase 1
LOC100042427	1.156	0.209	3.721E-01	
THYN1	1.156	0.209	8.823E-02	
PIP4K2C	1.156	0.209	6.234E-02	Phosphatidylinositol-5-phosphate 4-kinase, type II, gamma
ZFYVE21	1.156	0.209	2.497E-01	
CLK2	1.156	0.209	5.160E-01	
RNF10	1.155	0.209	2.207E-01	Ring finger protein 10
RASSF4	1.155	0.208	7.461E-01	Ras association (RalGDS/AF-6) domain family 4
BLCAP	1.155	0.208	5.953E-01	Bladder cancer associated protein homolog (human)
1500011H22RIK	1.155	0.208	1.678E-01	
CLPB	1.155	0.208	6.073E-01	ClpB caseinolytic peptidase B homolog (E. coli)
VPS29	1.155	0.208	3.706E-01	
ELAC2	1.155	0.208	7.277E-01	ElaC homolog 2 (E. coli)
GNAZ	1.155	0.208	6.145E-01	Guanine nucleotide binding protein, alpha z subunit
PYCR2	1.154	0.207	2.666E-01	
TBC1D13	1.154	0.207	5.134E-01	TBC1 domain family, member 13
BCL9L	1.154	0.207	6.428E-01	B-cell CLL/lymphoma 9-like
5930416I19RIK	1.154	0.207	5.447E-01	
CASP1	1.154	0.207	7.978E-01	
FBF1	1.154	0.207	6.303E-01	Fas (TNFRSF6) binding factor 1
DNAJC5	1.154	0.207	5.402E-01	DnaJ (Hsp40) homolog, subfamily C, member 5
ALAS2	1.154	0.206	4.959E-01	Aminolevulinic acid synthase 2, erythroid
ACP2	1.154	0.206	7.010E-01	Acid phosphatase 2, lysosomal
RBJ	1.153	0.206	7.694E-01	
DCTN5	1.153	0.206	6.028E-02	Dynactin 5
PRKCD	1.153	0.206	4.209E-01	Protein kinase C, delta
AA536749	1.153	0.206	2.392E-01	
TMEM115	1.153	0.206	7.035E-01	Transmembrane protein 115
ADORA1	1.153	0.205	2.046E-01	Adenosine A1 receptor
MED24	1.153	0.205	1.547E-01	Mediator complex subunit 24
MED7	1.152	0.205	3.942E-01	Mediator complex subunit 7
TMEM66	1.152	0.205	3.045E-02	
D11WSU47E	1.152	0.204	5.446E-01	
NDST1	1.152	0.204	4.992E-01	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
YKT6	1.152	0.204	7.445E-01	YKT6 homolog (S. Cerevisiae)
RAB36	1.152	0.204	6.007E-01	Transcribed locus
ARMCX2	1.151	0.203	9.411E-02	Armadillo repeat containing, X-linked 2
FRRS1	1.151	0.203	3.960E-01	Transcribed locus
GNA12	1.151	0.203	8.006E-01	Guanine nucleotide binding protein, alpha 12
PTPRS	1.15	0.202	3.766E-01	Protein tyrosine phosphatase, receptor type, S
RTN3	1.15	0.202	3.187E-01	Reticulon 3
ALS2CR4	1.15	0.202	8.046E-01	
VCL	1.15	0.201	7.574E-01	Vinculin
WBP11	1.15	0.201	4.905E-01	WW domain binding protein 11
BRI3	1.15	0.201	2.408E-01	
PTP4A2	1.149	0.201	4.731E-01	Protein tyrosine phosphatase 4a2
C85492	1.149	0.201	5.002E-01	
PRL	1.149	0.201	4.739E-01	
COG1	1.149	0.2	8.057E-01	
ANKMY2	1.149	0.2	2.588E-01	Transcribed locus
2010005J08RIK	1.149	0.2	7.715E-01	
NUPL1	1.148	0.2	6.845E-01	
CSK	1.148	0.199	1.348E-01	C-src tyrosine kinase
SORCS3	1.148	0.199	3.635E-01	Sortilin-related VPS10 domain containing receptor 3
CDKN1C	1.148	0.199	8.473E-01	Cyclin-dependent kinase inhibitor 1C (P57)
RPL18	1.148	0.199	7.965E-01	Transcribed locus, moderately similar to XP_001092745.1 similar to ribosomal protein L18 [Macaca mu
PELO	1.148	0.199	7.574E-01	Pelota homolog (Drosophila)
D030028O16RIK	1.148	0.199	7.847E-01	
XAB1	1.147	0.198	5.455E-02	
NDRG4	1.147	0.198	5.799E-01	N-myc downstream regulated gene 4
GNAS	1.147	0.198	8.444E-01	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus
KCNN2	1.147	0.198	1.522E-01	Potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2
MGLL	1.147	0.198	4.805E-01	Monoglyceride lipase
8430427H17RIK	1.147	0.198	2.118E-01	Transcribed locus
CCDC88A	1.147	0.197	5.683E-01	Coiled coil domain containing 88A
TRIM11	1.146	0.197	8.572E-01	Transcribed locus
LRRC45	1.146	0.197	5.765E-01	Leucine rich repeat containing 45
WHDC1	1.145	0.196	6.300E-01	
MDGA2	1.145	0.196	7.106E-01	MAM domain containing glycosylphosphatidylinositol anchor 2
NUDT6	1.145	0.196	3.961E-01	
Azi1	1.145	0.195	4.382E-01	
PPAPDC1	1.145	0.195	7.403E-01	
MRPL22	1.145	0.195	6.538E-01	Transcribed locus
MECR	1.145	0.195	7.495E-01	Mitochondrial trans-2-enoyl-CoA reductase
PET112L	1.144	0.195	7.250E-01	
USP11	1.144	0.194	5.900E-01	
5730589K01RIK	1.144	0.194	7.572E-01	
ESRRA	1.144	0.194	1.699E-01	Estrogen related receptor, alpha
EFCAB4A	1.144	0.194	8.048E-01	
NUDT8	1.144	0.194	4.287E-01	
AP2A1	1.144	0.193	7.505E-01	Adaptor protein complex AP-2, alpha 1 subunit
SENP7	1.143	0.193	6.025E-01	SUMO1/sentrin specific peptidase 7
EXOSC1	1.143	0.193	4.560E-01	
LAPTM4A	1.143	0.193	7.106E-01	Lysosomal-associated protein transmembrane 4A
UBL4	1.143	0.193	5.998E-01	
GM50	1.143	0.193	3.691E-01	
ZFP207	1.143	0.193	1.576E-01	Transcribed locus
STX12	1.143	0.192	7.648E-01	Syntaxin 12
CCDC86	1.142	0.192	6.244E-01	
ABCB8	1.142	0.192	7.728E-01	ATP-binding cassette, sub-family B (MDR/TAP), member 8
BAG4	1.142	0.192	6.782E-01	BCL2-associated athanogene 4
PPM1F	1.142	0.192	4.065E-01	Protein phosphatase 1F (PP2C domain containing)
MTCH1	1.142	0.192	2.070E-01	Transcribed locus
TMEM59	1.142	0.191	2.827E-01	Transcribed locus
2810008M24RIK	1.142	0.191	8.444E-01	
REM2	1.142	0.191	7.587E-01	Rad and gem related GTP binding protein 2
PHF12	1.142	0.191	6.609E-01	PHD finger protein 12
RPS10	1.142	0.191	5.455E-01	
GCS1	1.141	0.191	8.330E-01	
NPTX2	1.141	0.191	7.739E-01	Neuronal pentraxin 2
EXDL2	1.141	0.191	3.149E-01	
GSPT1	1.141	0.19	1.755E-01	G1 to S phase transition 1
GATS	1.141	0.19	5.320E-01	GATS, stromal antigen 3 opposite strand
TNFRSF19	1.141	0.19	5.414E-01	Tumor necrosis factor receptor superfamily, member 19
MRPL54	1.141	0.19	5.867E-01	
6720456B07RIK	1.141	0.19	3.517E-01	
VKORC1L1	1.14	0.19	7.607E-01	Transcribed locus
H2-KE6	1.14	0.189	8.038E-02	
HSPB3	1.14	0.189	7.633E-01	Heat shock protein 3
NECAP2	1.14	0.189	5.029E-01	NECAP endocytosis associated 2
MFN2	1.14	0.189	3.400E-01	CDNA, clone:Y2G0104G03, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000070835, bas
DDX54	1.14	0.189	2.307E-01	
IMMP2L	1.14	0.189	5.600E-01	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)
HIP2	1.14	0.188	8.045E-01	
PIP4K2B	1.139	0.188	4.636E-01	Phosphatidylinositol-5-phosphate 4-kinase, type II, beta
RANBP3L	1.139	0.188	3.281E-01	
1810030N24RIK	1.139	0.188	8.392E-01	
OGN	1.139	0.188	4.391E-01	Osteoglycin
H2-M3	1.139	0.188	7.530E-01	Histocompatibility 2, M region locus 3
PPP2R5D	1.139	0.188	7.355E-01	Protein phosphatase 2, regulatory subunit B (B56), delta isoform
BC056474	1.139	0.187	6.079E-01	
COPS6	1.138	0.187	5.044E-01	
RAB9B	1.138	0.187	6.690E-01	Transcribed locus
TSEN2	1.138	0.187	7.459E-01	
SCHIP1	1.138	0.187	3.594E-01	Schwannomin interacting protein 1
DBNL	1.138	0.187	7.453E-01	
SMARCB1	1.138	0.187	7.994E-01	
LRRC3	1.138	0.186	7.822E-01	Leucine rich repeat containing 3
RARS2	1.138	0.186	5.486E-01	
ERP29	1.138	0.186	2.952E-01	Endoplasmic reticulum protein 29
ADCK1	1.138	0.186	8.412E-01	
MDH2	1.138	0.186	8.530E-01	Transcribed locus
MBD5	1.137	0.186	6.235E-01	Methyl-CpG binding domain protein 5
NOL10	1.137	0.186	3.532E-01	Nucleolar protein 10
GAS6	1.137	0.186	3.932E-01	Growth arrest specific 6
2310036D22RIK	1.137	0.185	8.670E-01	
CYB5B	1.137	0.185	5.294E-01	Cytochrome b5 type B
PPP2R5C	1.137	0.185	8.538E-01	Protein phosphatase 2, regulatory subunit B (B56), gamma isoform
CDKN1A	1.137	0.185	7.734E-01	Cyclin-dependent kinase inhibitor 1A (P21)
DDX24	1.137	0.185	2.497E-01	
UBAP2L	1.137	0.185	7.960E-01	Ubiquitin associated protein 2-like
UPP1	1.136	0.185	3.766E-01	Uridine phosphorylase 1
ZFAND3	1.136	0.184	5.968E-02	Transcribed locus
DSTN	1.136	0.184	4.013E-01	Destrin
SPHK2	1.136	0.184	6.532E-01	
LCP1	1.136	0.184	7.791E-01	
MFSD8	1.136	0.184	7.355E-01	
TMEM120A	1.136	0.184	5.480E-01	Transmembrane protein 120A
USP20	1.136	0.183	2.285E-01	Ubiquitin specific peptidase 20
PRKCBP1	1.136	0.183	6.346E-01	
STIP1	1.135	0.183	7.936E-01	
NISCH	1.135	0.183	1.023E-01	CDNA, clone:Y0G0128F20, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000061640, ba
SEP15	1.135	0.183	8.378E-01	
NDUFC2	1.135	0.183	6.612E-01	Transcribed locus, moderately similar to NP_077182.1 dehydrogenase (ubiquinone) 1, subcomplex unkno
NR2F6	1.135	0.183	7.473E-01	Nuclear receptor subfamily 2, group F, member 6
PDXP	1.135	0.183	5.983E-01	Pyridoxal (pyridoxine, vitamin B6) phosphatase
MAP1LC3A	1.135	0.183	8.446E-01	
MED16	1.135	0.183	4.599E-01	Mediator complex subunit 16
GHR	1.135	0.182	6.153E-01	Growth hormone receptor
TMEM50A	1.135	0.182	3.791E-01	
CPSF1	1.135	0.182	6.234E-01	Cleavage and polyadenylation specific factor 1
RAB35	1.135	0.182	1.919E-01	RAB35, member RAS oncogene family
2310039E09RIK	1.135	0.182	4.491E-01	
REXO1	1.134	0.182	8.605E-01	REX1, RNA exonuclease 1 homolog (S. cerevisiae)
TPST1	1.134	0.182	4.206E-01	
LRRC2	1.134	0.182	4.961E-01	Leucine rich repeat containing 2
MED25	1.134	0.181	5.419E-01	Mediator of RNA polymerase II transcription, subunit 25 homolog (yeast)
TTR	1.134	0.181	8.440E-01	Transcribed locus
LPIN2	1.134	0.181	4.668E-01	Transcribed locus
OSTM1	1.133	0.181	5.299E-01	
CCND3	1.133	0.181	8.179E-01	
2610507B11RIK	1.133	0.181	9.511E-02	RIKEN cDNA 2610507B11 gene
PIGT	1.133	0.181	7.967E-01	Phosphatidylinositol glycan anchor biosynthesis, class T
ADNP	1.133	0.18	2.204E-01	Activity-dependent neuroprotective protein
GCAP14	1.133	0.18	8.501E-01	
D8ERTD738E	1.133	0.18	6.514E-01	
B930006L02RIK	1.133	0.18	5.939E-01	
HRAS1	1.133	0.18	7.859E-01	
PJA1	1.133	0.18	2.552E-01	Transcribed locus
FKBP8	1.133	0.18	2.408E-01	
MCTS1	1.132	0.179	6.129E-01	Transcribed locus, moderately similar to XP_001110755.1 similar to malignant T cell amplified seque
NXT1	1.132	0.179	4.022E-01	Transcribed locus
TAX1BP3	1.132	0.179	3.421E-01	Tax1 (human T-cell leukemia virus type I) binding protein 3
CSDE1	1.132	0.179	4.554E-01	Transcribed locus
FADD	1.132	0.179	3.089E-01	Fas (TNFRSF6)-associated via death domain
BAI3	1.132	0.179	8.473E-01	Brain-specific angiogenesis inhibitor 3
SLC25A42	1.132	0.179	6.978E-01	
PABPN1	1.132	0.179	5.510E-01	
EG622320	1.132	0.179	6.595E-01	
EIF4A3	1.132	0.179	5.694E-01	
SNX6	1.131	0.178	1.653E-01	Sorting nexin 6
MTAP	1.131	0.178	5.220E-01	Methylthioadenosine phosphorylase
SMYD2	1.131	0.178	7.879E-01	
VDAC3	1.131	0.178	8.338E-01	Transcribed locus
NUDT10	1.131	0.178	5.102E-01	Nudix (nucleoside diphosphate linked moiety X)-type motif 10
HIST1H2AE	1.131	0.178	5.689E-01	
ZAP70	1.131	0.178	4.304E-02	Zeta-chain (TCR) associated protein kinase
KHSRP	1.131	0.178	5.858E-01	
RRAS2	1.131	0.178	4.062E-01	Transcribed locus
SUMO3	1.131	0.177	8.368E-01	SMT3 suppressor of mif two 3 homolog 3 (yeast)
DDX51	1.131	0.177	6.371E-01	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51
RAB10	1.131	0.177	8.058E-01	Transcribed locus
HSPB6	1.131	0.177	9.271E-01	Heat shock protein, alpha-crystallin-related, B6
OCIAD1	1.13	0.177	3.094E-01	
MAGED2	1.13	0.177	5.061E-01	Melanoma antigen, family D, 2
FH1	1.13	0.177	6.863E-01	Fumarate hydratase 1
NDUFA12	1.13	0.177	6.381E-01	
RSPH1	1.13	0.176	8.562E-01	Radial spoke head 1 homolog (Chlamydomonas)
SS18	1.13	0.176	2.824E-01	Synovial sarcoma translocation, Chromosome 18
ATP5J2	1.13	0.176	6.627E-01	Transcribed locus
OPHN1	1.129	0.175	7.865E-01	Oligophrenin 1
RBM26	1.129	0.175	7.988E-01	RNA binding motif protein 26
SCAF1	1.129	0.175	7.826E-01	
RNF25	1.129	0.175	7.034E-01	Ring finger protein 25
DLST	1.129	0.175	5.559E-01	Transcribed locus
MIPEP	1.129	0.175	5.509E-01	Mitochondrial intermediate peptidase
DSCR1	1.129	0.175	6.615E-01	
LRCH1	1.129	0.175	7.788E-01	Leucine-rich repeats and calponin homology (CH) domain containing 1
RAD50	1.129	0.175	7.495E-01	RAD50 homolog (S. cerevisiae)
RSRC2	1.129	0.175	8.046E-01	Arginine/serine-rich coiled-coil 2
MRPS15	1.128	0.174	6.337E-01	
APBA2	1.128	0.174	6.485E-01	Amyloid beta (A4) precursor protein-binding, family A, member 2
HSBP1	1.128	0.174	3.784E-01	Heat shock factor binding protein 1
GAPDH	1.128	0.174	4.017E-01	Similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)
NDUFS8	1.128	0.174	5.602E-01	
MYST4	1.128	0.174	2.954E-01	
SLC6A6	1.128	0.173	2.529E-01	Solute carrier family 6 (neurotransmitter transporter, taurine), member 6
PSMB9	1.128	0.173	8.240E-01	
D830007F02RIK	1.128	0.173	4.290E-01	
BNIP1	1.127	0.173	5.002E-01	
KCTD10	1.127	0.173	6.414E-01	Potassium channel tetramerisation domain containing 10
UQCRC1	1.127	0.173	5.486E-01	
9530058B02RIK	1.127	0.173	8.183E-01	
MCM6	1.127	0.173	4.744E-01	
DHX32	1.127	0.172	5.419E-01	DEAH (Asp-Glu-Ala-His) box polypeptide 32
ASCC2	1.127	0.172	5.864E-01	Activating signal cointegrator 1 complex subunit 2
0610012D14RIK	1.127	0.172	7.973E-02	
NDUFB7	1.126	0.172	7.996E-01	
SMPD2	1.126	0.172	5.856E-01	Transcribed locus, weakly similar to NP_112650.1 phosphodiesterase 2, neutral [Rattus norvegicus]
ORF61	1.126	0.172	7.883E-01	
TSPAN3	1.126	0.171	8.501E-01	Transcribed locus
DARS	1.126	0.171	4.614E-01	Aspartyl-tRNA synthetase
SETD4	1.126	0.171	8.006E-01	
4933407N01RIK	1.126	0.171	4.423E-01	
SOD1	1.126	0.171	4.808E-01	
HDGFRP2	1.126	0.171	3.047E-01	
SURF4	1.126	0.171	7.337E-01	Surfeit gene 4
ANKRD6	1.126	0.171	7.944E-01	Ankyrin repeat domain 6
COMMD4	1.125	0.17	3.674E-01	COMM domain containing 4
MRPL30	1.125	0.17	7.742E-01	Similar to 39S ribosomal protein L30, mitochondrial precursor (L30mt) (MRP-L30)
VARS2	1.125	0.169	7.577E-01	
GPR146	1.124	0.169	7.432E-01	G protein-coupled receptor 146
TRIP6	1.124	0.169	8.135E-01	
RILP	1.124	0.169	6.120E-01	Rab interacting lysosomal protein
GTF3C4	1.124	0.168	4.599E-01	General transcription factor IIIC, polypeptide 4
PRKAG1	1.124	0.168	6.954E-01	Transcribed locus
PDIA6	1.124	0.168	7.112E-01	Transcribed locus
GRIA3	1.123	0.168	7.067E-01	Transcribed locus
CISH	1.123	0.168	8.756E-01	Cytokine inducible SH2-containing protein
RBM42	1.123	0.168	2.973E-01	RIKEN cDNA 2310022K01 gene
AB112350	1.123	0.167	2.199E-03	
RNF34	1.123	0.167	6.429E-01	Ring finger protein 34
NDUFA9	1.123	0.167	6.832E-01	
AKR1A4	1.123	0.167	5.370E-01	
COX17	1.122	0.167	7.826E-01	
SAR1B	1.122	0.167	5.396E-01	SAR1 gene homolog B (S. cerevisiae)
LPIN1	1.122	0.167	3.374E-01	Lipin 1
GNA15	1.122	0.167	6.687E-01	Guanine nucleotide binding protein, alpha 15
SLC6A15	1.122	0.166	8.182E-01	Transcribed locus
RPL35	1.122	0.166	4.290E-01	Transcribed locus, strongly similar to XP_001098311.1 similar to 60S ribosomal protein L35 [Macaca
BC017647	1.122	0.166	7.897E-01	
5033414D02RIK	1.122	0.166	4.382E-01	
LMAN1	1.122	0.166	8.910E-01	Lectin, mannose-binding, 1
BCAT1	1.122	0.166	8.528E-01	Branched chain aminotransferase 1, cytosolic
TUBGCP2	1.122	0.166	4.438E-01	Tubulin, gamma complex associated protein 2
NUCB1	1.122	0.166	5.859E-01	
AAMP	1.122	0.166	6.810E-01	Angio-associated migratory protein
4933439C20RIK	1.122	0.165	4.399E-01	
A830007P12RIK	1.121	0.165	7.618E-01	
EG433923	1.121	0.165	8.322E-01	
CNNM2	1.121	0.165	7.530E-01	Transcribed locus
NME7	1.121	0.165	6.761E-01	Non-metastatic cells 7, protein expressed in
GABARAP	1.121	0.165	7.254E-01	Transcribed locus
ZKSCAN6	1.121	0.165	6.975E-01	Zinc finger with KRAB and SCAN domains 6
XPR1	1.121	0.165	6.937E-01	Xenotropic and polytropic retrovirus receptor 1
ZFP87	1.121	0.165	8.296E-01	Transcribed locus
ATP6V1D	1.121	0.165	1.148E-01	ATPase, H+ transporting, lysosomal V1 subunit D
MAPK14	1.121	0.164	5.560E-01	Mitogen activated protein kinase 14
ESD	1.121	0.164	8.043E-01	Similar to sid478p
2300002D11RIK	1.12	0.164	4.747E-01	
VPS53	1.12	0.164	8.830E-03	Vacuolar protein sorting 53 (yeast)
DNAJA2	1.12	0.164	8.445E-01	DnaJ (Hsp40) homolog, subfamily A, member 2
ANKRD10	1.12	0.164	4.896E-01	Transcribed locus
NOLA2	1.12	0.164	8.060E-01	
OAZ2	1.12	0.164	8.057E-01	Ornithine decarboxylase antizyme 2
ATP5A1	1.12	0.164	8.125E-01	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1
EEF1A1	1.12	0.164	5.643E-01	Predicted gene, EG625054
ARRDC4	1.12	0.164	4.634E-01	Arrestin domain containing 4
SND1	1.12	0.163	2.042E-01	Transcribed locus
RBP7	1.12	0.163	4.366E-01	Retinol binding protein 7, cellular
DNAJC19	1.12	0.163	1.796E-01	DnaJ (Hsp40) homolog, subfamily C, member 19
LOC100043391	1.119	0.163	2.412E-01	
PABPC1	1.119	0.163	7.521E-01	Transcribed locus
FBXL10	1.119	0.162	8.217E-01	
PSMB3	1.119	0.162	2.552E-01	
FBXO38	1.119	0.162	7.320E-01	F-box protein 38
GFER	1.119	0.162	5.545E-01	Growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)
MAP3K11	1.119	0.162	7.549E-01	Mitogen activated protein kinase kinase kinase 11
