Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
DCTN6	1.007	0.01	9.708E-01	
GRM8	1.007	0.01	2.458E-03	
MRPS21	1.007	0.01	9.863E-01	Mitochondrial ribosomal protein S21
PUS7L	1.007	0.01	9.799E-01	Pseudouridylate synthase 7 homolog (S. cerevisiae)-like
RNF138	1.007	0.01	2.279E-01	Ring finger protein 138
EG547109	1.007	0.01	3.640E-01	
SOX12	1.007	0.01	7.538E-01	
TEX10	1.007	0.01	8.910E-01	Testis expressed gene 10
C630035N08RIK	1.007	0.01	6.391E-01	
RXFP1	1.007	0.01	1.553E-03	
STATIP1	1.007	0.01	9.734E-01	
CITED1	1.007	0.01	4.769E-01	
KEL	1.007	0.01	5.259E-01	Kell blood group
MAN1A2	1.007	0.01	5.793E-01	Mannosidase, alpha, class 1A, member 2
UQCRC1	1.007	0.01	9.799E-01	
MPST	1.007	0.01	6.912E-01	Mercaptopyruvate sulfurtransferase
2510010F15RIK	1.007	0.01	6.531E-01	
RND3	1.007	0.01	4.212E-01	
AI836003	1.007	0.01	3.786E-01	
FRAS1	1.007	0.01	8.819E-04	Fraser syndrome 1 homolog (human)
AA536717	1.007	0.01	1.917E-01	
LDHD	1.007	0.01	8.449E-01	Lactate dehydrogenase D
IPO4	1.007	0.01	9.924E-01	Transcribed locus, strongly similar to XP_001056047.1 similar to RANBP4 [Rattus norvegicus]
ZFP93	1.007	0.01	5.961E-01	
AI314180	1.007	0.01	9.951E-01	Expressed sequence AI314180
EYA4	1.007	0.01	5.349E-01	Eyes absent 4 homolog (Drosophila)
NLRP5	1.007	0.01	4.732E-01	NLR family, pyrin domain containing 5
PEAR1	1.007	0.01	4.899E-01	RIKEN cDNA 3110045G13 gene
UCN3	1.007	0.01	3.850E-01	Urocortin 3
1700129C05RIK	1.007	0.01	8.233E-01	
AMHR2	1.007	0.009	1.509E-01	Anti-Mullerian hormone type 2 receptor
LASS1	1.007	0.009	1.318E-02	
ZFP78	1.007	0.009	5.988E-01	Zinc finger protein 78
MCHR1	1.007	0.009	6.636E-01	Melanin-concentrating hormone receptor 1
GJB2	1.007	0.009	8.987E-01	Gap junction protein, beta 2
SAP130	1.007	0.009	9.788E-01	
XKR4	1.006	0.009	4.721E-01	X Kell blood group precursor related family member 4
JMJD2A	1.006	0.009	5.935E-01	
NR1I3	1.006	0.009	6.385E-01	
RORB	1.006	0.009	8.529E-04	Transcribed locus
NFKBIL2	1.006	0.009	2.744E-01	
TXNDC13	1.006	0.009	9.748E-01	
PIPOX	1.006	0.009	4.682E-01	
KPNB1	1.006	0.009	9.924E-01	Karyopherin (importin) beta 1
CYR61	1.006	0.009	9.293E-02	Cysteine rich protein 61
1110018J18RIK	1.006	0.009	5.579E-01	
FUT2	1.006	0.009	6.910E-01	Fucosyltransferase 2
ZFP451	1.006	0.009	9.895E-01	Zinc finger protein 451
OLFR1051	1.006	0.009	4.620E-01	Olfactory receptor 1051
GRWD1	1.006	0.009	4.583E-01	Glutamate-rich WD repeat containing 1
5830405N20RIK	1.006	0.009	5.944E-01	
PAK7	1.006	0.009	9.223E-03	P21 (CDKN1A)-activated kinase 7
PHOSPHO1	1.006	0.009	6.667E-01	Phosphatase, orphan 1
CISH	1.006	0.009	9.949E-01	Cytokine inducible SH2-containing protein
SLC6A19	1.006	0.009	1.701E-01	
EG330513	1.006	0.009	7.382E-01	
FERT2	1.006	0.009	3.860E-01	Fer (fms/fps related) protein kinase, testis specific 2
PRPF19	1.006	0.009	9.721E-01	Transcribed locus
ACPP	1.006	0.009	9.245E-01	Acid phosphatase, prostate
INSM1	1.006	0.009	2.302E-02	Insulinoma-associated 1
FRMD3	1.006	0.009	1.295E-02	Transcribed locus
CRK	1.006	0.009	9.856E-01	V-crk sarcoma virus CT10 oncogene homolog (avian)
CLIP1	1.006	0.009	9.866E-01	CAP-GLY domain containing linker protein 1
BGLAP-RS1	1.006	0.009	9.265E-03	
ACAD10	1.006	0.009	8.055E-01	
SLC8A2	1.006	0.009	9.901E-01	Solute carrier family 8 (sodium/calcium exchanger), member 2
BC022687	1.006	0.009	1.371E-01	CDNA sequence BC022687
OLFR1049	1.006	0.009	5.504E-01	Olfactory receptor 1049
GPR27	1.006	0.009	1.964E-02	G protein-coupled receptor 27
PCDHB3	1.006	0.009	8.452E-01	Protocadherin beta 3
AMY1	1.006	0.009	9.953E-01	Amylase 1, salivary
NRAS	1.006	0.009	9.801E-01	Transcribed locus
THTPA	1.006	0.009	9.911E-01	Thiamine triphosphatase
HCR	1.006	0.009	2.671E-03	
ZDHHC4	1.006	0.008	9.821E-01	Zinc finger, DHHC domain containing 4
NPAS1	1.006	0.008	5.412E-01	
GSTM3	1.006	0.008	7.435E-01	Glutathione S-transferase, mu 3
UBE2F	1.006	0.008	9.781E-01	Predicted gene, EG432649
TMEM40	1.006	0.008	1.775E-01	Transmembrane protein 40
PRKCSH	1.006	0.008	9.734E-01	
ZFP609	1.006	0.008	7.738E-01	
FKBP7	1.006	0.008	6.130E-01	Transcribed locus, moderately similar to XP_215758.4 similar to FK506-binding protein 7 precursor (
TRAPPC2L	1.006	0.008	9.662E-01	Trafficking protein particle complex 2-like
TNFRSF1B	1.006	0.008	1.326E-01	Tumor necrosis factor receptor superfamily, member 1b
CAMK1D	1.006	0.008	6.038E-01	Calcium/calmodulin-dependent protein kinase ID
RSF1	1.006	0.008	7.633E-01	RIKEN cDNA C030033M12 gene
RIMS1	1.006	0.008	9.408E-01	
AHNAK2	1.006	0.008	3.525E-01	AHNAK nucleoprotein 2
CRIP3	1.006	0.008	6.581E-01	
STOML1	1.006	0.008	2.943E-01	Stomatin-like 1
2010106G01RIK	1.006	0.008	9.385E-01	
DISP1	1.006	0.008	6.506E-01	Dispatched homolog 1 (Drosophila)
CNBP	1.006	0.008	6.564E-01	Cellular nucleic acid binding protein
C030046I01RIK	1.006	0.008	2.826E-01	
SRRP	1.006	0.008	2.587E-01	
OLFR91	1.006	0.008	6.305E-01	Olfactory receptor 91
NDRG3	1.006	0.008	9.943E-01	Transcribed locus
OLFR631	1.006	0.008	5.908E-01	Olfactory receptor 631
PSMB4	1.006	0.008	9.797E-01	Transcribed locus, strongly similar to NP_032971.1 beta 4 subunit [Mus musculus]
DIAP1	1.006	0.008	1.308E-01	Diaphanous homolog 1 (Drosophila)
CNTLN	1.006	0.008	2.386E-01	RIKEN cDNA D530005L17 gene
NFKB2	1.006	0.008	6.257E-01	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2, p49/p100
SLC30A1	1.006	0.008	8.521E-01	Solute carrier family 30 (zinc transporter), member 1
TSGA10	1.006	0.008	5.394E-01	
A630054L15RIK	1.006	0.008	2.527E-01	
CEBPA	1.005	0.008	6.547E-01	CCAAT/enhancer binding protein (C/EBP), alpha
SPEER2	1.005	0.008	5.123E-01	Spermatogenesis associated glutamate (E)-rich protein 2
MAK	1.005	0.008	8.658E-01	
BBS1	1.005	0.008	5.579E-01	Bardet-Biedl syndrome 1 homolog (human)
C230078M14RIK	1.005	0.008	7.569E-01	
OLFR1048	1.005	0.008	4.173E-01	Olfactory receptor 1048
SRD5A3	1.005	0.008	9.934E-01	Transcribed locus
OTOP2	1.005	0.008	1.222E-02	Otopetrin 2
ADAM23	1.005	0.008	9.736E-01	A disintegrin and metallopeptidase domain 23
CAB39	1.005	0.008	7.610E-01	Calcium binding protein 39
1200002N14RIK	1.005	0.008	5.471E-01	
KLRA4	1.005	0.008	6.194E-01	
BMP3	1.005	0.008	2.062E-03	
BIVM	1.005	0.008	5.653E-01	Basic, immunoglobulin-like variable motif containing
FGF18	1.005	0.008	5.274E-01	
NR5A2	1.005	0.008	7.104E-01	Nuclear receptor subfamily 5, group A, member 2
TMEM59	1.005	0.008	9.797E-01	Transcribed locus
USP48	1.005	0.008	1.492E-01	Ubiquitin specific peptidase 48
GM648	1.005	0.008	9.619E-01	Gene model 648, (NCBI)
TRPM2	1.005	0.008	4.799E-01	Transient receptor potential cation channel, subfamily M, member 2
PRKG1	1.005	0.008	3.206E-01	Protein kinase, cGMP-dependent, type I
PTPLB	1.005	0.008	8.138E-01	Protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b
AKR1C13	1.005	0.008	4.808E-01	Aldo-keto reductase family 1, member C13
PTTG1	1.005	0.008	3.437E-01	Transcribed locus
LOC381302	1.005	0.008	9.807E-01	
ATXN3	1.005	0.008	7.856E-01	Ataxin 3
AKR1E1	1.005	0.008	8.910E-01	Aldo-keto reductase family 1, member E1
ENTPD2	1.005	0.008	9.820E-01	Ectonucleoside triphosphate diphosphohydrolase 2
FLAD1	1.005	0.008	9.925E-01	RFad1, flavin adenine dinucleotide synthetase, homolog (yeast)
ZFP764	1.005	0.008	1.922E-01	Zinc finger protein 764
CDC6	1.005	0.008	5.331E-01	Transcribed locus
TJP1	1.005	0.008	9.934E-01	Transcribed locus, strongly similar to XP_001058833.1 similar to tight junction protein 1 [Rattus n
TESK2	1.005	0.008	4.732E-01	Testis-specific kinase 2
LOC100044576	1.005	0.008	8.206E-01	
EG574415	1.005	0.007	6.228E-01	
OLFR95	1.005	0.007	6.534E-01	Olfactory receptor 95
6330406I15RIK	1.005	0.007	8.226E-01	
TMCO3	1.005	0.007	9.924E-01	Transmembrane and coiled-coil domains 3
ST8SIA1	1.005	0.007	5.326E-01	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
C630007B19RIK	1.005	0.007	1.010E-01	
NAPSA	1.005	0.007	6.468E-01	Napsin A aspartic peptidase
OTUB2	1.005	0.007	9.858E-01	Transcribed locus
TTLL10	1.005	0.007	7.454E-01	Tubulin tyrosine ligase-like family, member 10
RC3H1	1.005	0.007	6.903E-01	RING CCCH (C3H) domains 1
DCLRE1C	1.005	0.007	1.629E-01	DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)
LIF	1.005	0.007	6.182E-01	Leukemia inhibitory factor
TYKI	1.005	0.007	5.088E-01	
GNAI3	1.005	0.007	6.919E-01	Guanine nucleotide binding protein, alpha inhibiting 3
Cep110	1.005	0.007	8.061E-01	
NR2E3	1.005	0.007	5.284E-01	Transcribed locus
SAMD3	1.005	0.007	8.358E-01	
GSK3A	1.005	0.007	5.099E-01	Glycogen synthase kinase 3 alpha
CD38	1.005	0.007	4.920E-01	CD38 antigen
NDUFS8	1.005	0.007	9.862E-01	
LOC100048479	1.005	0.007	4.220E-01	
ELFN1	1.005	0.007	5.589E-02	Leucine rich repeat and fibronectin type III, extracellular 1
Rabl5	1.005	0.007	6.927E-01	
GPR35	1.005	0.007	5.853E-01	G protein-coupled receptor 35
1700081D17RIK	1.005	0.007	6.483E-01	
RABEP1	1.005	0.007	6.578E-01	Rabaptin, RAB GTPase binding effector protein 1
MYOC	1.005	0.007	2.090E-02	Myocilin
BUD31	1.005	0.007	9.958E-01	BUD31 homolog (yeast)
GLT8D2	1.005	0.007	2.790E-04	
RBM6	1.005	0.007	9.428E-01	RNA binding motif protein 6
9330176C04RIK	1.005	0.007	7.165E-01	
EIF4G2	1.005	0.007	9.786E-01	Eukaryotic translation initiation factor 4, gamma 2
ALS2CR4	1.005	0.007	9.948E-01	
CDKN2AIP	1.005	0.007	8.982E-01	Transcribed locus
ZFP688	1.005	0.007	8.772E-01	
TOX3	1.005	0.007	1.802E-04	TOX high mobility group box family member 3
HTT	1.005	0.007	3.781E-01	Huntington disease (human)
5830468K18RIK	1.005	0.007	1.952E-01	
A530098C11RIK	1.005	0.007	4.459E-01	
TNKS1BP1	1.005	0.007	8.267E-01	Tankyrase 1 binding protein 1
DMRTC1A	1.005	0.007	8.402E-01	DMRT-like family C1a
D14ERTD231E	1.005	0.007	3.291E-01	
OLFR524	1.005	0.007	6.578E-01	Olfactory receptor 524
AI553587	1.005	0.007	5.906E-01	
NR2E1	1.005	0.007	8.736E-03	Nuclear receptor subfamily 2, group E, member 1
CCDC92	1.005	0.007	9.877E-01	Coiled-coil domain containing 92
TMC1	1.005	0.007	2.946E-04	Transmembrane channel-like gene family 1
BRF2	1.005	0.007	9.574E-01	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like
PNN	1.005	0.007	6.603E-01	Pinin
ACVRL1	1.005	0.007	8.841E-01	Activin A receptor, type II-like 1
LOC100047052	1.005	0.007	8.675E-01	
CNGA1	1.005	0.007	4.005E-01	Cyclic nucleotide gated channel alpha 1
GM1661	1.005	0.007	7.383E-01	
NRSN1	1.005	0.007	5.278E-01	
KCNJ16	1.005	0.007	9.156E-02	Potassium inwardly-rectifying channel, subfamily J, member 16
UBL5	1.005	0.007	9.901E-01	Transcribed locus, strongly similar to XP_001098801.1 similar to ubiquitin-like 5 isoform 1 [Macaca
HABP2	1.005	0.007	4.296E-01	Hyaluronic acid binding protein 2
D430028G21RIK	1.005	0.007	9.441E-01	
SYCP1	1.005	0.007	5.397E-01	Synaptonemal complex protein 1
LRRC7	1.005	0.007	3.205E-01	Leucine rich repeat containing 7
2610029G23RIK	1.005	0.007	8.558E-01	
A830080D01RIK	1.005	0.007	3.204E-01	RIKEN cDNA A830080D01 gene
RASGEF1B	1.005	0.007	5.622E-04	RasGEF domain family, member 1B
POFUT2	1.005	0.007	9.748E-01	Protein O-fucosyltransferase 2
OLFR1085	1.005	0.007	8.407E-01	Olfactory receptor 1085
NET1	1.005	0.006	6.926E-01	Neuroepithelial cell transforming gene 1
SERAC1	1.004	0.006	2.139E-01	Serine active site containing 1
MOV10	1.004	0.006	9.346E-02	Transcribed locus
C3	1.004	0.006	9.960E-01	Complement component 3
4833436C18RIK	1.004	0.006	7.149E-01	
ARNT2	1.004	0.006	9.548E-01	Aryl hydrocarbon receptor nuclear translocator 2
DPP4	1.004	0.006	1.505E-01	
GPRC6A	1.004	0.006	7.634E-01	G protein-coupled receptor, family C, group 6, member A
1500041N16RIK	1.004	0.006	9.882E-01	
STX2	1.004	0.006	7.284E-02	Syntaxin 2
SLC41A2	1.004	0.006	7.740E-01	Solute carrier family 41, member 2
DAGLB	1.004	0.006	5.535E-01	
IL15RA	1.004	0.006	3.563E-01	
CDH12	1.004	0.006	3.463E-01	Cadherin 12
C230071H18RIK	1.004	0.006	9.345E-01	
AR	1.004	0.006	2.165E-01	Androgen receptor
KCNH5	1.004	0.006	2.499E-05	Potassium voltage-gated channel, subfamily H (eag-related), member 5
CENPO	1.004	0.006	5.879E-01	Centromere protein O
ANKRD35	1.004	0.006	9.852E-02	Ankyrin repeat domain 35
TMEM166	1.004	0.006	1.335E-01	
EG329763	1.004	0.006	2.140E-03	
VMN2R29	1.004	0.006	4.176E-01	
CAMSAP1L1	1.004	0.006	9.744E-01	
TNNI3	1.004	0.006	9.950E-01	
DDX17	1.004	0.006	9.819E-01	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
PCDHB7	1.004	0.006	1.690E-01	Transcribed locus
MOSC2	1.004	0.006	6.362E-03	
BC068157	1.004	0.006	6.791E-01	CDNA sequence BC068157
KLHDC5	1.004	0.006	4.420E-01	
SEC23A	1.004	0.006	3.782E-01	SEC23A (S. cerevisiae)
SIGLECE	1.004	0.006	4.442E-02	Sialic acid binding Ig-like lectin E
DGKE	1.004	0.006	6.989E-01	Diacylglycerol kinase, epsilon
MAP3K6	1.004	0.006	1.241E-01	Mitogen-activated protein kinase kinase kinase 6
NPY5R	1.004	0.006	8.630E-01	Neuropeptide Y receptor Y5
ARHGAP6	1.004	0.006	1.796E-03	Rho GTPase activating protein 6
DNAJB5	1.004	0.006	2.472E-01	
SAMD11	1.004	0.006	1.700E-03	sterile alpha motif domain containing 11
ZDHHC3	1.004	0.006	7.116E-01	Zinc finger, DHHC domain containing 3
EDEM2	1.004	0.006	9.835E-01	ER degradation enhancer, mannosidase alpha-like 2
USP8	1.004	0.006	2.000E-01	Ubiquitin specific peptidase 8
ALKBH4	1.004	0.006	9.926E-01	AlkB, alkylation repair homolog 4 (E. coli)
SIAT7F	1.004	0.006	6.373E-01	
MEA1	1.004	0.006	1.923E-01	
RYR2	1.004	0.006	5.224E-01	Ryanodine receptor 2, cardiac
CYP39A1	1.004	0.006	4.139E-01	Cytochrome P450, family 39, subfamily a, polypeptide 1
E330036I19RIK	1.004	0.006	9.796E-01	
OLFR1099	1.004	0.006	6.373E-01	Olfactory receptor 1099
MALL	1.004	0.006	7.363E-01	Mal, T-cell differentiation protein-like
APC2	1.004	0.006	6.303E-01	Adenomatosis polyposis coli 2
ISCA1	1.004	0.006	9.924E-01	Transcribed locus
MRPL13	1.004	0.006	9.906E-01	
EPGN	1.004	0.006	5.278E-01	Epithelial mitogen
TNPO2	1.004	0.006	4.675E-01	Transcribed locus
RBM26	1.004	0.006	9.949E-01	RNA binding motif protein 26
TRP63	1.004	0.006	7.882E-01	
ESRRA	1.004	0.006	9.827E-01	Estrogen related receptor, alpha
DOK6	1.004	0.006	4.823E-01	
RAP1GAP	1.004	0.006	8.219E-01	Transcribed locus
TMEM185B	1.004	0.006	9.877E-01	Transmembrane protein 185B
SMYD4	1.004	0.006	8.388E-01	SET and MYND domain containing 4
FMNL1	1.004	0.006	7.551E-01	Formin-like 1
FANK1	1.004	0.006	1.803E-01	Transcribed locus
ATCAY	1.004	0.006	3.079E-01	Ataxia, cerebellar, Cayman type homolog (human)
4930452B06RIK	1.004	0.006	6.568E-02	RIKEN cDNA 4930452B06 gene
LOC100044103	1.004	0.006	7.504E-01	
TAAR4	1.004	0.006	6.392E-01	Trace amine-associated receptor 4
SFXN3	1.004	0.006	6.214E-01	Sideroflexin 3
5830472M02RIK	1.004	0.006	8.637E-01	
CACNG4	1.004	0.006	3.559E-01	Calcium channel, voltage-dependent, gamma subunit 4
FXYD7	1.004	0.006	2.426E-03	
LOC100044363	1.004	0.006	5.653E-01	
OXT	1.004	0.006	7.738E-01	
WRNIP1	1.004	0.006	4.560E-01	Werner helicase interacting protein 1
OC90	1.004	0.006	4.801E-01	Otoconin 90
NOS1	1.004	0.006	6.534E-01	Transcribed locus
SLC8A3	1.004	0.006	6.859E-01	
EG330602	1.004	0.006	4.915E-01	
4930579C15RIK	1.004	0.006	1.136E-03	
TRMT5	1.004	0.006	5.935E-01	TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)
HMGCLL1	1.004	0.006	8.637E-01	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1
TPST2	1.004	0.006	9.897E-01	Protein-tyrosine sulfotransferase 2
KCNS1	1.004	0.006	1.344E-02	Transcribed locus
KISS1	1.004	0.006	1.198E-04	
SFTPD	1.004	0.006	6.595E-01	
PON1	1.004	0.005	7.014E-01	Paraoxonase 1
PTGES2	1.004	0.005	7.577E-01	
UBQLN2	1.004	0.005	8.398E-01	Ubiquilin 2
GM1679	1.004	0.005	6.580E-01	
AYTL2	1.004	0.005	8.389E-01	
VPS39	1.004	0.005	8.617E-01	Vacuolar protein sorting 39 (yeast)
EG629678	1.004	0.005	4.386E-01	
NR2C2AP	1.004	0.005	7.083E-01	
BAG1	1.004	0.005	9.902E-01	
LRRC25	1.004	0.005	6.210E-01	Leucine rich repeat containing 25
ARHGAP15	1.004	0.005	7.606E-03	Rho GTPase activating protein 15
XRCC5	1.004	0.005	2.419E-01	
GPR110	1.004	0.005	5.284E-01	G protein-coupled receptor 110
D9ERTD280E	1.004	0.005	7.372E-01	
E130309F12RIK	1.004	0.005	6.350E-01	Transcribed locus
OLFR996	1.004	0.005	1.929E-01	Olfactory receptor 996
SFRS12IP1	1.004	0.005	8.045E-02	
NRG1	1.004	0.005	7.755E-01	Transcribed locus, strongly similar to NP_848706.2 1 [Mus musculus]
CRYBA2	1.004	0.005	3.245E-04	
PLCXD1	1.004	0.005	5.552E-01	Phosphatidylinositol-specific phospholipase C, X domain containing 1
2310010M24RIK	1.004	0.005	8.360E-01	
BAG4	1.004	0.005	9.943E-01	BCL2-associated athanogene 4
A830053O21RIK	1.004	0.005	6.734E-01	
GNB3	1.004	0.005	8.109E-01	Guanine nucleotide binding protein, beta 3
ITGB1	1.004	0.005	4.795E-01	Integrin beta 1 (fibronectin receptor beta)
FKHL18	1.004	0.005	4.730E-01	
A530088H08RIK	1.004	0.005	6.797E-01	
OLFR1037	1.004	0.005	6.779E-01	Olfactory receptor 1037
LOC100046264	1.004	0.005	3.833E-01	
UBE2G2	1.004	0.005	9.207E-01	Ubiquitin-conjugating enzyme E2G 2
BSPRY	1.004	0.005	7.564E-01	B-box and SPRY domain containing
PTDSS2	1.004	0.005	9.928E-01	Phosphatidylserine synthase 2
STFA3	1.004	0.005	8.528E-01	Stefin A3
OLFR1154	1.004	0.005	7.487E-01	Olfactory receptor 1154
SPEER4D	1.004	0.005	5.852E-01	Spermatogenesis associated glutamate (E)-rich protein 4d
PODXL	1.004	0.005	6.076E-01	Podocalyxin-like
CNNM3	1.004	0.005	8.547E-01	Cyclin M3
OLFR979	1.004	0.005	5.690E-01	Olfactory receptor 979
TDRD12	1.004	0.005	7.104E-01	RIKEN cDNA 2410004F06 gene
GSTT2	1.004	0.005	6.194E-01	Glutathione S-transferase, theta 2
MYL6B	1.004	0.005	6.403E-01	
PRODH2	1.004	0.005	5.616E-01	Proline dehydrogenase (oxidase) 2
CHAF1A	1.004	0.005	7.721E-01	
IL8RA	1.004	0.005	8.034E-01	
ARNTL2	1.004	0.005	1.331E-02	Aryl hydrocarbon receptor nuclear translocator-like 2
1700072E05RIK	1.004	0.005	7.033E-01	
SLC22A6	1.004	0.005	3.276E-01	Solute carrier family 22 (organic anion transporter), member 6
PRDX2	1.004	0.005	9.924E-01	Peroxiredoxin 2
C1QL3	1.004	0.005	4.640E-01	
6330409N04RIK	1.004	0.005	6.591E-01	
BC052055	1.004	0.005	7.972E-01	
PITPNC1	1.003	0.005	6.837E-01	Phosphatidylinositol transfer protein, cytoplasmic 1
EFCAB4B	1.003	0.005	7.196E-01	EF-hand calcium binding domain 4B
BC024814	1.003	0.005	7.031E-01	
CSL	1.003	0.005	5.194E-01	Citrate synthase like
KLHL15	1.003	0.005	6.828E-01	Adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C030020B06 product:unclas
HMX3	1.003	0.005	5.579E-01	H6 homeo box 3
KRT77	1.003	0.005	1.978E-01	
MTCP1	1.003	0.005	6.554E-01	
PCGF3	1.003	0.005	5.613E-01	Polycomb group ring finger 3
2810055F11RIK	1.003	0.005	6.713E-01	
SCIN	1.003	0.005	5.311E-01	Scinderin
MSH5	1.003	0.005	4.068E-01	MutS homolog 5 (E. coli)
PDE3A	1.003	0.005	6.941E-01	Phosphodiesterase 3A, cGMP inhibited
HIST1H4C	1.003	0.005	8.260E-01	
EG240549	1.003	0.005	5.056E-01	
CTRL	1.003	0.005	5.131E-01	Transcribed locus, weakly similar to XP_001089922.1 similar to chymotrypsin-like [Macaca mulatta]
OLR1	1.003	0.005	6.310E-01	Transcribed locus
PNMA1	1.003	0.005	8.676E-01	Paraneoplastic antigen MA1
BCORL1	1.003	0.005	3.013E-01	BCL6 co-repressor-like 1
2400006N03RIK	1.003	0.005	4.196E-01	
AF067063	1.003	0.005	1.235E-01	CDNA sequence AF067063
TUBA3A	1.003	0.005	6.741E-01	Tubulin, alpha 3A
TRHR2	1.003	0.005	1.992E-01	Thyrotropin releasing hormone receptor 2
BMP8A	1.003	0.005	6.230E-01	Bone morphogenetic protein 8a
IFT57	1.003	0.005	5.807E-01	Intraflagellar transport 57 homolog (Chlamydomonas)
D330012F22RIK	1.003	0.005	4.169E-01	
CAV2	1.003	0.005	3.039E-01	Caveolin 2
HIVEP3	1.003	0.005	4.370E-01	Human immunodeficiency virus type I enhancer binding protein 3
TRIM35	1.003	0.005	1.489E-01	Tripartite motif-containing 35
EXOC7	1.003	0.005	9.971E-01	Transcribed locus, moderately similar to XP_001103854.1 exocyst complex component 7 [Macaca mulatta
LTV1	1.003	0.005	7.542E-01	LTV1 homolog (S. cerevisiae)
KCNQ5	1.003	0.005	1.096E-02	Potassium voltage-gated channel, subfamily Q, member 5
AFAP1L1	1.003	0.005	3.929E-01	Actin filament associated protein 1-like 1
SLC36A3	1.003	0.005	8.420E-01	
CPLX3	1.003	0.005	6.468E-01	Complexin 3
LOC622665	1.003	0.005	2.437E-01	
SDK2	1.003	0.005	6.837E-01	Sidekick homolog 2 (chicken)
CD7	1.003	0.005	3.099E-01	CD7 antigen
MAD2L1	1.003	0.005	4.299E-01	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)
F8	1.003	0.005	4.301E-01	Coagulation factor VIII
LCN10	1.003	0.005	1.882E-01	Lipocalin 10
MCM10	1.003	0.005	3.976E-01	Minichromosome maintenance deficient 10 (S. cerevisiae)
INSL5	1.003	0.005	6.137E-01	Insulin-like 5
2410018M08Rik	1.003	0.005	6.859E-01	
USP43	1.003	0.005	2.153E-03	Ubiquitin specific peptidase 43
HIST1H4D	1.003	0.005	5.443E-01	
CLEC4G	1.003	0.005	3.427E-01	C-type lectin domain family 4, member g
ESCO1	1.003	0.005	6.210E-01	Establishment of cohesion 1 homolog 1 (S. cerevisiae)
CLN6	1.003	0.005	9.925E-01	Ceroid-lipofuscinosis, neuronal 6
A930001M12RIK	1.003	0.005	7.114E-01	
SLC45A2	1.003	0.005	7.562E-01	Solute carrier family 45, member 2
RSPO1	1.003	0.005	1.057E-02	Transcribed locus
ARFGAP3	1.003	0.005	7.349E-01	ADP-ribosylation factor GTPase activating protein 3
OLFR348	1.003	0.005	5.270E-01	Olfactory receptor 348
SEPT9	1.003	0.005	9.090E-01	Transcribed locus, weakly similar to XP_001102088.1 similar to septin 3 [Macaca mulatta]
PIWIL2	1.003	0.005	6.951E-01	Piwi-like homolog 2 (Drosophila)
ATP6V1E1	1.003	0.005	9.830E-01	
GGT5	1.003	0.004	1.974E-01	Gamma-glutamyltransferase-like activity 1
EG432939	1.003	0.004	8.480E-02	
9430007A20RIK	1.003	0.004	5.549E-01	RIKEN cDNA 9430007A20 gene
TMPRSS4	1.003	0.004	5.601E-01	Transmembrane protease, serine 4
SBNO1	1.003	0.004	6.024E-01	Sno, strawberry notch homolog 1 (Drosophila)
C2	1.003	0.004	4.334E-01	Complement component 2 (within H-2S)
ROCK2	1.003	0.004	3.949E-01	Rho-associated coiled-coil containing protein kinase 2
DAK	1.003	0.004	7.567E-01	
WDFY3	1.003	0.004	5.133E-01	WD repeat and FYVE domain containing 3
NRG3	1.003	0.004	2.981E-02	
PSME1	1.003	0.004	9.932E-01	
PTPRJ	1.003	0.004	2.224E-02	Protein tyrosine phosphatase, receptor type, J
4933425O20RIK	1.003	0.004	7.165E-01	
PCDHGA2	1.003	0.004	3.869E-01	Transcribed locus
ACVR1C	1.003	0.004	8.346E-01	Activin A receptor, type IC
LOC100048579	1.003	0.004	5.230E-01	
HOXD3	1.003	0.004	5.805E-01	RIKEN cDNA 1700109F18 gene
SHH	1.003	0.004	7.768E-01	Transcribed locus
ADAMTSL2	1.003	0.004	1.979E-01	
XYLT1	1.003	0.004	4.886E-02	Xylosyltransferase 1
PCYOX1	1.003	0.004	9.877E-01	Prenylcysteine oxidase 1
SERPINB6B	1.003	0.004	7.962E-01	Serine (or cysteine) peptidase inhibitor, clade B, member 6b
BCL2L12	1.003	0.004	8.909E-01	
PPP1R12C	1.003	0.004	5.589E-02	Protein phosphatase 1, regulatory (inhibitor) subunit 12C
1700020C11RIK	1.003	0.004	6.546E-01	
LRFN4	1.003	0.004	4.422E-01	Leucine rich repeat and fibronectin type III domain containing 4
TDO2	1.003	0.004	5.828E-01	Tryptophan 2,3-dioxygenase
FOXK1	1.003	0.004	7.535E-01	Forkhead box K1
TM7SF2	1.003	0.004	8.628E-01	
DNALC1	1.003	0.004	3.422E-01	
RBM24	1.003	0.004	4.436E-02	RNA binding motif protein 24
LOC234911	1.003	0.004	1.497E-01	
