Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
HIPK1	1.001	0.002	1.319E-01	Homeodomain interacting protein kinase 1
B3GALNT2	1.001	0.002	5.303E-01	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2
CLRN1	1.001	0.002	7.940E-01	
CST11	1.001	0.002	5.508E-01	
PTCRA	1.001	0.002	2.715E-01	Pre T-cell antigen receptor alpha
OLFR676	1.001	0.002	4.828E-01	Olfactory receptor 676
HILS1	1.001	0.002	1.255E-01	
LOC100046568	1.001	0.002	3.041E-01	
EG434760	1.001	0.002	2.775E-01	
A130014H13RIK	1.001	0.002	7.539E-01	
BARX1	1.001	0.002	6.628E-01	BarH-like homeobox 1
STAR	1.001	0.002	4.318E-01	Steroidogenic acute regulatory protein
MEOX1	1.001	0.002	1.050E-01	Mesenchyme homeobox 1
CHD1	1.001	0.002	5.907E-01	Chromodomain helicase DNA binding protein 1
IGSF9B	1.001	0.002	1.459E-01	Immunoglobulin superfamily, member 9B
KCTD7	1.001	0.002	1.266E-01	Transcribed locus
GRHL2	1.001	0.002	2.578E-01	Grainyhead-like 2 (Drosophila)
ZFP142	1.001	0.002	6.772E-01	Zinc finger protein 142
BC038925	1.001	0.002	7.307E-01	
RAD51AP1	1.001	0.002	3.456E-01	RAD51 associated protein 1
SLC25A4	1.001	0.002	1.217E-01	Solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4
PSPN	1.001	0.002	2.944E-01	Persephin
LOC100047187	1.001	0.002	5.027E-02	
LZTFL1	1.001	0.002	2.560E-01	Transcribed locus, strongly similar to XP_001103811.1 similar to leucine zipper transcription facto
RBM41	1.001	0.002	3.936E-01	Transcribed locus
MTHFD2	1.001	0.002	7.443E-01	Methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase
KLHL24	1.001	0.002	7.184E-01	Kelch-like 24 (Drosophila)
OLFR1404	1.001	0.002	3.044E-02	Olfactory receptor 1404
UCP1	1.001	0.002	1.038E-01	
PCDHB21	1.001	0.002	3.757E-01	Protocadherin beta 21
5330421F07RIK	1.001	0.002	5.904E-01	
AMIGO3	1.001	0.002	6.671E-01	Transcribed locus, moderately similar to XP_001107400.1 similar to amphoterin-induced gene and ORF
WFDC3	1.001	0.002	9.000E-01	
CCNK	1.001	0.002	5.370E-01	Transcribed locus
OLFR283	1.001	0.002	5.291E-01	Olfactory receptor 283
BSPRY	1.001	0.002	8.802E-01	B-box and SPRY domain containing
EG629678	1.001	0.002	7.673E-01	
CDH20	1.001	0.002	6.029E-01	Cadherin 20
PLA2G4C	1.001	0.002	3.354E-01	Phospholipase A2, group IVC (cytosolic, calcium-independent)
4930511H11RIK	1.001	0.002	4.313E-01	
PIK3C2A	1.001	0.002	3.252E-01	
TINAGL	1.001	0.002	3.080E-01	
NTF5	1.001	0.002	4.454E-01	Neurotrophin 5
2700049P18RIK	1.001	0.002	4.069E-01	
OLFR435	1.001	0.002	7.197E-01	Olfactory receptor 435
EPB7.2	1.001	0.002	4.364E-01	
CCM2	1.001	0.002	8.933E-01	Cerebral cavernous malformation 2 homolog (human)
DNAJB4	1.001	0.002	8.889E-01	
AU017455	1.001	0.002	1.854E-01	
PCMTD1	1.001	0.002	8.748E-01	Protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
LUM	1.001	0.002	9.233E-01	Lumican
TNFRSF9	1.001	0.002	6.972E-01	Tumor necrosis factor receptor superfamily, member 9
GPER	1.001	0.002	8.115E-01	
ELMOD2	1.001	0.002	4.870E-01	Transcribed locus
TMPRSS6	1.001	0.002	1.525E-01	Transmembrane serine protease 6
IRX1	1.001	0.002	9.174E-02	Iroquois related homeobox 1 (Drosophila)
LAMA2	1.001	0.002	4.810E-01	Laminin, alpha 2
WNT6	1.001	0.002	3.649E-01	Wingless-related MMTV integration site 6
HCN1	1.001	0.002	4.697E-01	
SPINT2	1.001	0.002	6.595E-02	
OTTMUSG00000016293	1.001	0.002	3.462E-01	
IFI203	1.001	0.002	3.278E-01	Transcribed locus
GYPA	1.001	0.002	1.903E-01	Glycophorin A
NRP	1.001	0.002	6.758E-01	
USP26	1.001	0.002	1.351E-01	Ubiquitin specific peptidase 26
ALG11	1.001	0.002	3.449E-01	Asparagine-linked glycosylation 11 homolog (yeast, alpha-1,2-mannosyltransferase)
MYLC2PL	1.001	0.002	5.294E-01	
2400006N03RIK	1.001	0.002	7.347E-01	
ZFP709	1.001	0.002	2.527E-01	Zinc finger protein 709
SLN	1.001	0.002	2.699E-01	
FBLN7	1.001	0.002	2.818E-01	
PPP2R1B	1.001	0.002	2.676E-01	
GSTM6	1.001	0.002	7.620E-01	Glutathione S-transferase, mu 6
KLK10	1.001	0.002	6.228E-02	Kallikrein related-peptidase 10
LMAN1L	1.001	0.002	3.864E-01	Lectin, mannose-binding 1 like
HOXD12	1.001	0.002	6.264E-01	Homeo box D12
A730049H05RIK	1.001	0.002	3.656E-01	
OGDHL	1.001	0.002	1.053E-01	Oxoglutarate dehydrogenase-like
WWOX	1.001	0.002	7.590E-01	WW domain-containing oxidoreductase
GPR112	1.001	0.002	2.481E-01	G protein-coupled receptor 112
DEPDC1A	1.001	0.002	5.798E-01	DEP domain containing 1a
OLFR267	1.001	0.002	6.556E-02	Olfactory receptor 267
LOC434635	1.001	0.002	5.332E-01	
PTPRM	1.001	0.002	1.437E-01	Protein tyrosine phosphatase, receptor type, M
OLFR412	1.001	0.002	3.586E-01	Olfactory receptor 412
LOC100045413	1.001	0.002	2.467E-02	
GPR151	1.001	0.002	4.372E-01	G protein-coupled receptor 151
OTOR	1.001	0.002	6.685E-01	Otoraplin
SOBP	1.001	0.002	2.140E-01	Sine oculis-binding protein homolog (Drosophila)
GATAD2B	1.001	0.002	8.910E-01	
MGC107098	1.001	0.002	5.810E-01	
OLAH	1.001	0.002	2.128E-01	Oleoyl-ACP hydrolase
4833423E24RIK	1.001	0.002	1.845E-01	
MGL2	1.001	0.002	5.102E-01	Macrophage galactose N-acetyl-galactosamine specific lectin 2
NEUROD4	1.001	0.002	4.817E-01	Neurogenic differentiation 4
MYOG	1.001	0.002	3.905E-01	Myogenin
CCR7	1.001	0.002	6.143E-02	Chemokine (C-C motif) receptor 7
USP48	1.001	0.002	7.663E-01	Ubiquitin specific peptidase 48
PHF21A	1.001	0.002	4.386E-01	
MGL1	1.001	0.002	3.740E-01	
LNPEP	1.001	0.002	1.778E-01	Leucyl/cystinyl aminopeptidase
FHL4	1.001	0.002	1.945E-01	Four and a half LIM domains 4
SLC9A7	1.001	0.002	2.425E-01	Solute carrier family 9 (sodium/hydrogen exchanger), isoform 7
SLC34A3	1.001	0.002	3.817E-01	Solute carrier family 34 (sodium phosphate), member 3
ROR2	1.001	0.002	4.658E-01	Receptor tyrosine kinase-like orphan receptor 2
CCL19	1.001	0.002	4.389E-01	Similar to EBI-1 ligand chemokine
PCDHGA2	1.001	0.002	7.009E-01	Transcribed locus
AI447904	1.001	0.002	2.499E-01	
TRPA1	1.001	0.002	1.961E-01	Transient receptor potential cation channel, subfamily A, member 1
EG434459	1.001	0.002	7.222E-02	
ZFP445	1.001	0.002	1.325E-02	Zinc finger protein 445
SOCS7	1.001	0.002	4.640E-01	Suppressor of cytokine signaling 7
4933411G11RIK	1.001	0.002	6.338E-01	RIKEN cDNA 4933411G11Rik gene
STK3	1.001	0.002	6.104E-01	Serine/threonine kinase 3 (Ste20, yeast homolog)
MRPL35	1.001	0.002	4.760E-01	Mitochondrial ribosomal protein L35
1700029H14RIK	1.001	0.002	7.096E-01	RIKEN cDNA 1700029H14 gene
LASS6	1.001	0.002	5.789E-01	
NFATC2	1.001	0.002	8.318E-01	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
EG70793	1.001	0.002	4.101E-01	
Gm1141	1.001	0.002	3.141E-01	
HORMAD2	1.001	0.002	3.859E-02	HORMA domain containing 2
CCRL1	1.001	0.002	1.343E-01	
CYP1A2	1.001	0.002	5.621E-01	Cytochrome P450, family 1, subfamily a, polypeptide 2
SLC27A6	1.001	0.002	2.932E-01	Solute carrier family 27 (fatty acid transporter), member 6
OLFR1348	1.001	0.002	8.245E-01	
HIVEP2	1.001	0.002	6.502E-01	Transcribed locus
GM606	1.001	0.002	9.730E-02	
CTSJ	1.001	0.002	3.430E-01	Cathepsin J
OBSCN	1.001	0.002	1.306E-01	
N4BP2	1.001	0.002	6.572E-01	Bcl3 binding protein
TYW3	1.001	0.002	4.354E-01	TRNA-yW synthesizing protein 3 homolog (S. cerevisiae)
NLRP6	1.001	0.002	1.364E-01	NLR family, pyrin domain containing 6
GALNTL2	1.001	0.002	4.710E-01	
HOXB9	1.001	0.002	7.531E-01	Homeo box B9
LRRC30	1.001	0.002	2.187E-01	Leucine rich repeat containing 30
4931428L18Rik	1.001	0.002	2.643E-01	
LINGO4	1.001	0.002	6.191E-01	Leucine rich repeat and Ig domain containing 4
SLC2A10	1.001	0.002	5.113E-01	Solute carrier family 2 (facilitated glucose transporter), member 10
SVS5	1.001	0.002	1.163E-01	
BC016201	1.001	0.002	6.643E-01	
TM9SF1	1.001	0.002	5.396E-02	Transcribed locus
PHEX	1.001	0.002	4.642E-01	Phosphate regulating gene with homologies to endopeptidases on the X chromosome (hypophosphatemia, v
2610109H07RIK	1.001	0.002	3.219E-01	
LY6G6C	1.001	0.002	2.492E-01	
4933402N03RIK	1.001	0.002	2.513E-01	Transcribed locus
OLFR1302	1.001	0.002	6.359E-01	Olfactory receptor 1302
LOC100048332	1.001	0.002	1.835E-01	
ABP1	1.001	0.002	1.308E-01	
PCM1	1.001	0.002	4.609E-01	Pericentriolar material 1
SF3B1	1.001	0.002	4.757E-01	Splicing factor 3b, subunit 1
OLFR1042	1.001	0.002	2.588E-01	Olfactory receptor 1042
RANBP17	1.001	0.002	7.872E-02	RAN binding protein 17
V1RL1	1.001	0.002	3.682E-01	
OMP	1.001	0.002	2.963E-01	Olfactory marker protein
SERPINB1B	1.001	0.002	5.142E-01	Serine (or cysteine) peptidase inhibitor, clade B, member 1b
SLITRK6	1.001	0.002	3.878E-01	Transcribed locus, moderately similar to XP_001093456.1 similar to slit and trk like 6 [Macaca mula
SPRY4	1.001	0.002	5.072E-01	Transcribed locus
SPN	1.001	0.002	3.299E-01	Sialophorin
COL3A1	1.001	0.002	3.628E-01	Collagen, type III, alpha 1
TIMM8A2	1.001	0.002	7.263E-01	Translocase of inner mitochondrial membrane 8 homolog a2 (yeast)
HP	1.001	0.002	5.446E-01	
GPR150	1.001	0.002	7.137E-02	G protein-coupled receptor 150
ABCC9	1.001	0.002	9.815E-01	ATP-binding cassette, sub-family C (CFTR/MRP), member 9
EIF1AY	1.001	0.002	1.953E-01	eukaryotic translation initiation factor 1A, Y-linked
C1QL4	1.001	0.002	7.692E-02	Complement component 1, q subcomponent-like 4
KIF18A	1.001	0.002	6.209E-01	
4933421I07RIK	1.001	0.002	5.068E-01	RIKEN cDNA 4933421I07 gene
SMAD6	1.001	0.002	8.457E-01	MAD homolog 6 (Drosophila)
OLFR1414	1.001	0.002	8.830E-01	Olfactory receptor 1414
CLDN1	1.001	0.002	4.855E-01	Transcribed locus
FBXO46	1.001	0.002	7.423E-01	F-box protein 46
2610034E13RIK	1.001	0.002	8.509E-01	
OLFR275	1.001	0.002	7.987E-01	Olfactory receptor 275
ACOX2	1.001	0.002	5.572E-01	Acyl-Coenzyme A oxidase 2, branched chain
GRIK2	1.001	0.002	3.747E-01	Glutamate receptor, ionotropic, kainate 2 (beta 2)
DEFCR-RS10	1.001	0.002	9.672E-02	
RHOX3F	1.001	0.002	3.011E-01	Predicted gene, EG434758
LOC100046641	1.001	0.002	2.904E-01	
ZC3HAV1	1.001	0.002	3.694E-01	Zinc finger CCCH type, antiviral 1
RNF125	1.001	0.002	6.758E-01	Transcribed locus
LOC100046274	1.001	0.002	4.379E-01	
ITGB1BP2	1.001	0.002	6.697E-01	Integrin beta 1 binding protein 2
ADAM12	1.001	0.002	7.244E-01	A disintegrin and metallopeptidase domain 12 (meltrin alpha)
DHRS4	1.001	0.002	5.079E-01	Dehydrogenase/reductase (SDR family) member 4
PITX3	1.001	0.002	6.260E-02	Paired-like homeodomain transcription factor 3
CLEC4E	1.001	0.002	3.950E-01	Transcribed locus
RARG	1.001	0.002	4.720E-01	Retinoic acid receptor, gamma
LOC100048082	1.001	0.002	3.696E-01	
FDX1	1.001	0.002	6.371E-02	Ferredoxin 1
DUS2L	1.001	0.002	9.252E-01	
V1RE5	1.001	0.002	1.131E-01	
OLFR690	1.001	0.002	5.468E-01	Olfactory receptor 690
OLFR904	1.001	0.002	5.042E-01	Olfactory receptor 904
5033411D12RIK	1.001	0.002	3.373E-01	
DPYS	1.001	0.002	1.449E-01	Dihydropyrimidinase
OLFR456	1.001	0.002	3.274E-01	Olfactory receptor 456
FOXC1	1.001	0.002	2.762E-01	Forkhead box C1
4930596D02RIK	1.001	0.002	1.375E-01	RIKEN cDNA 4930596D02 gene
KIF26B	1.001	0.002	1.735E-01	
PPEF2	1.001	0.002	2.132E-01	Protein phosphatase, EF hand calcium-binding domain 2
TMEM171	1.001	0.002	4.317E-01	Transmembrane protein 171
CPEB4	1.001	0.002	2.636E-01	Cytoplasmic polyadenylation element binding protein 4
KRT35	1.001	0.002	7.106E-01	
0610013E23RIK	1.001	0.002	3.021E-01	
LOC100046796	1.001	0.002	8.277E-01	
EG625424	1.001	0.002	2.270E-01	
SFTPB	1.001	0.002	8.611E-02	Surfactant associated protein B
MMP21	1.001	0.002	3.892E-01	
EG224180	1.001	0.002	6.576E-01	
CRYZ	1.001	0.002	7.108E-01	
PHOX2B	1.001	0.002	1.007E-01	Paired-like homeobox 2b
UBE4A	1.001	0.002	4.265E-01	Ubiquitination factor E4A, UFD2 homolog (S. cerevisiae)
SERPINA3K	1.001	0.002	7.747E-01	Serine (or cysteine) peptidase inhibitor, clade A, member 3K
8030462N17RIK	1.001	0.002	3.823E-01	
OLFR944	1.001	0.002	3.745E-01	Olfactory receptor 944
SLC47A1	1.001	0.002	3.738E-01	Solute carrier family 47, member 1
LOC100039636	1.001	0.002	7.826E-01	
GDPD4	1.001	0.002	2.840E-01	Glycerophosphodiester phosphodiesterase domain containing 4
GLT8D3	1.001	0.002	8.963E-01	
TNFSF8	1.001	0.002	2.710E-01	Tumor necrosis factor (ligand) superfamily, member 8
NBR1	1.001	0.002	7.373E-01	Neighbor of Brca1 gene 1
OLFR994	1.001	0.002	3.857E-01	Olfactory receptor 994
EBAG9	1.001	0.002	3.967E-01	Estrogen receptor-binding fragment-associated gene 9
4933402J07RIK	1.001	0.002	5.728E-02	RIKEN cDNA 4933402J07 gene
HOXC8	1.001	0.002	3.094E-01	
LSM11	1.001	0.002	7.890E-01	U7 snRNP-specific Sm-like protein LSM11
TIGD3	1.001	0.002	2.605E-01	Tigger transposable element derived 3
NUDT3	1.001	0.002	6.884E-01	Nudix (nucleotide diphosphate linked moiety X)-type motif 3
E330016A19RIK	1.001	0.002	3.457E-01	
MAGEA6	1.001	0.002	5.100E-01	Melanoma antigen, family A, 6
OSGIN1	1.001	0.002	7.466E-01	
GSS	1.001	0.002	8.823E-01	Glutathione synthetase
RRAGA	1.001	0.002	4.228E-01	Ras-related GTP binding A
COL8A2	1.001	0.002	1.933E-01	Collagen, type VIII, alpha 2
USP10	1.001	0.002	9.908E-01	Ubiquitin specific peptidase 10
OLFR1038	1.001	0.002	6.938E-01	
PDK3	1.001	0.002	8.786E-01	Pyruvate dehydrogenase kinase, isoenzyme 3
GSTT4	1.001	0.002	4.657E-01	Glutathione S-transferase, theta 4
TRIM38	1.001	0.002	6.114E-01	Tripartite motif-containing 38
EAF2	1.001	0.002	4.062E-01	
STK22B	1.001	0.002	2.102E-01	
PPP1R14D	1.001	0.002	1.605E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 14D
COPB1	1.001	0.002	4.987E-01	Coatomer protein complex, subunit beta 1
D19ERTD386E	1.001	0.002	4.596E-01	
EG215472	1.001	0.002	1.973E-01	
HOXA11	1.001	0.002	4.198E-01	Homeo box A11
VGLL1	1.001	0.002	6.016E-01	Vestigial like 1 homolog (Drosophila)
4930478A21RIK	1.001	0.002	3.514E-01	
LAMA4	1.001	0.002	1.293E-01	
ASPA	1.001	0.002	4.511E-01	
OLFR667	1.001	0.002	2.126E-01	Olfactory receptor 667
ZFP593	1.001	0.002	6.723E-01	
OOSP1	1.001	0.002	1.338E-01	Oocyte secreted protein 1
TBC1D10B	1.001	0.002	4.665E-01	TBC1 domain family, member 10b
BC048502	1.001	0.002	3.567E-02	CDNA sequence BC048502
LOC100046643	1.001	0.002	2.641E-01	
MSRA	1.001	0.002	2.356E-01	
AA792892	1.001	0.002	7.609E-01	Expressed sequence AA792892
KCNA7	1.001	0.002	6.700E-01	Potassium voltage-gated channel, shaker-related subfamily, member 7
POU2AF1	1.001	0.002	6.973E-01	POU domain, class 2, associating factor 1
HIAT1	1.001	0.002	4.745E-01	Hippocampus abundant gene transcript 1
F930017I19RIK	1.001	0.002	6.753E-01	
RKHD1	1.001	0.002	3.026E-01	
DEFB20	1.001	0.002	1.484E-01	Defensin beta 20
SEMA3C	1.001	0.002	1.337E-01	Transcribed locus
1700020N01Rik	1.001	0.002	1.794E-01	
ZFP454	1.001	0.002	3.915E-01	Zinc finger protein 454
BIRC4	1.001	0.002	1.833E-01	
PAQR3	1.001	0.002	1.670E-01	
PRL7A1	1.001	0.002	3.290E-01	Transcribed locus, strongly similar to NP_032956.1 protein E [Mus musculus]
Gpr81	1.001	0.002	1.385E-01	
ZFP26	1.001	0.002	4.985E-01	Zinc finger protein 26
NAB2	1.001	0.002	7.966E-01	Ngfi-A binding protein 2
TTC12	1.001	0.002	2.607E-01	Tetratricopeptide repeat domain 12
STX16	1.001	0.002	2.956E-01	Transcribed locus
SLC37A3	1.001	0.002	5.464E-01	Solute carrier family 37 (glycerol-3-phosphate transporter), member 3
1810037K07RIK	1.001	0.002	1.843E-01	
ARFL4	1.001	0.002	6.876E-01	
CYP26B1	1.001	0.002	3.209E-01	Cytochrome P450, family 26, subfamily b, polypeptide 1
OLFR965	1.001	0.002	2.256E-01	Olfactory receptor 965
EG546150	1.001	0.002	3.350E-01	
PRKG1	1.001	0.002	8.424E-01	Protein kinase, cGMP-dependent, type I
ALDH1A3	1.001	0.002	9.730E-02	Aldehyde dehydrogenase family 1, subfamily A3
BEX1	1.001	0.002	1.837E-01	
ISOC2B	1.001	0.002	3.317E-01	Isochorismatase domain containing 2b
V1RD10	1.001	0.002	5.225E-01	
FKBP3	1.001	0.002	4.056E-01	
OLFR122	1.001	0.002	8.344E-01	Olfactory receptor 122
V1RI2	1.001	0.002	1.019E-01	
ASZ1	1.001	0.002	4.194E-01	Transcribed locus
ZFP503	1.001	0.002	6.995E-01	Zinc finger protein 503
LYPD2	1.001	0.002	3.362E-01	Ly6/Plaur domain containing 2
4933400E14RIK	1.001	0.002	5.257E-01	
PCDHB2	1.001	0.002	2.264E-02	Protocadherin beta 2
CTBP1	1.001	0.002	1.299E-01	Transcribed locus
PTHLH	1.001	0.002	2.534E-01	Parathyroid hormone-like peptide
BAAT	1.001	0.002	2.181E-01	Bile acid-Coenzyme A: amino acid N-acyltransferase
OLFR47	1.001	0.002	2.901E-01	Olfactory receptor 47
CCDC11	1.001	0.002	2.402E-01	Coiled-coil domain containing 11
CBR2	1.001	0.002	7.185E-01	
FTL2	1.001	0.002	4.347E-01	Ferritin light chain 2
FRMD8	1.001	0.002	9.372E-01	RIKEN cDNA 1200004M23 gene
CPSF3	1.001	0.002	7.488E-01	Cleavage and polyadenylation specificity factor 3
OLFR213	1.001	0.002	3.350E-01	Olfactory receptor 213
OLFR1387	1.001	0.002	4.737E-01	Olfactory receptor 1387
FABP2	1.001	0.002	4.161E-01	Fatty acid binding protein 2, intestinal
SP8	1.001	0.002	2.512E-01	Transcribed locus
GFRA1	1.001	0.002	2.832E-01	Transcribed locus
OLFR611	1.001	0.002	7.035E-01	Olfactory receptor 611
PIP5K3	1.001	0.002	3.078E-01	
KRTAP5-5	1.001	0.002	3.927E-01	Keratin associated protein 5-5
SAMD8	1.001	0.002	3.442E-01	Sterile alpha motif domain containing 8
EG433182	1.001	0.002	8.679E-01	
MTF1	1.001	0.002	4.001E-01	Metal response element binding transcription factor 1
BSX	1.001	0.002	1.888E-01	Brain specific homeobox
CDC25C	1.001	0.002	2.909E-01	Transcribed locus
SPRYD3	1.001	0.002	1.726E-01	
GAS2	1.001	0.002	4.471E-01	Growth arrest specific 2
HS3ST3B1	1.001	0.002	5.066E-01	Heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
CES1	1.001	0.002	1.525E-01	carboxylesterase 1
MC5R	1.001	0.002	8.132E-01	Melanocortin 5 receptor
5330439J01RIK	1.001	0.002	9.051E-01	
AQP6	1.001	0.002	8.877E-02	Aquaporin 6
SERPINF2	1.001	0.002	4.156E-01	Serine (or cysteine) peptidase inhibitor, clade F, member 2
OLFR1331	1.001	0.002	2.121E-01	Olfactory receptor 1331
OLFR438	1.001	0.002	1.230E-01	
4930415L06RIK	1.001	0.002	3.484E-01	
GSTCD	1.001	0.002	4.019E-01	Glutathione S-transferase, C-terminal domain containing
LOC100044089	1.001	0.002	2.083E-01	
HOXB8	1.001	0.002	2.555E-01	Transcribed locus, strongly similar to XP_001089044.1 similar to homeobox B9 isoform 2 [Macaca mula
IL28RA	1.001	0.002	4.929E-01	
V1RJ3	1.001	0.002	2.770E-01	
MRGPRG	1.001	0.002	4.853E-01	MAS-related GPR, member G
HOXB1	1.001	0.002	7.391E-01	
UTRN	1.001	0.002	4.598E-01	Utrophin
MAGMAS	1.001	0.002	6.884E-01	
SEPT4	1.001	0.002	4.697E-01	
NOS1	1.001	0.002	8.793E-01	Transcribed locus
TAAR6	1.001	0.002	2.437E-01	Trace amine-associated receptor 6
SFRP1	1.001	0.002	3.404E-01	Secreted frizzled-related protein 1
PPBP	1.001	0.002	6.004E-01	Pro-platelet basic protein
4930590J08RIK	1.001	0.002	7.933E-01	RIKEN cDNA 4930590J08 gene
KRT27	1.001	0.002	3.442E-01	Keratin 27
SEPT10	1.001	0.002	5.428E-01	Septin 10
LOC100045430	1.001	0.002	8.778E-01	
PCDHB7	1.001	0.002	7.627E-01	Transcribed locus
OLFR1501	1.001	0.002	4.096E-01	Olfactory receptor 1501
PCDHGA7	1.001	0.002	4.339E-01	
CD28	1.001	0.002	2.335E-01	CD28 antigen
TRAF3IP1	1.001	0.002	4.686E-01	
ZC3H10	1.001	0.002	9.319E-01	Transcribed locus
GLT28D2	1.001	0.002	3.480E-01	Glycosyltransferase 28 domain containing 2
A530032D15RIK	1.001	0.002	3.919E-01	RIKEN cDNA A530032D15Rik gene
9130014G24RIK	1.001	0.002	6.690E-01	
MAB21L2	1.001	0.002	6.079E-02	Mab-21-like 2 (C. elegans)
AI595406	1.001	0.002	9.720E-01	
RNF26	1.001	0.002	7.387E-01	CDNA, clone:Y1G0103G07, strand:unspecified
CYP24A1	1.001	0.002	1.876E-01	Transcribed locus
CATSPER4	1.001	0.002	1.585E-01	Channel, sperm associated 4
5830418K08RIK	1.001	0.002	2.364E-01	
TATDN1	1.001	0.002	4.203E-01	
SCGB1A1	1.001	0.002	6.527E-01	
4933440H19RIK	1.001	0.002	2.333E-01	
GSTT2	1.001	0.002	8.597E-01	Glutathione S-transferase, theta 2
OLFR705	1.001	0.002	8.136E-02	Olfactory receptor 705
TAF7	1.001	0.002	4.054E-02	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor
1700123D08RIK	1.001	0.002	5.904E-01	
LOC380994	1.001	0.002	5.488E-01	
A230074B11RIK	1.001	0.002	4.659E-01	
CORO2A	1.001	0.002	6.301E-01	
OLFR1061	1.001	0.002	4.766E-01	Olfactory receptor 1061
PCDHA7	1.001	0.002	2.838E-01	
WFDC8	1.001	0.002	1.481E-01	WAP four-disulfide core domain 8
AGXT2	1.001	0.002	1.388E-01	Alanine-glyoxylate aminotransferase 2
TAF5L	1.001	0.002	7.290E-01	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor
OLFR638	1.001	0.002	2.499E-01	Olfactory receptor 638
SPDEF	1.001	0.002	4.641E-01	
TNRC18	1.001	0.002	8.835E-01	Zinc finger protein 469
TDRD1	1.001	0.002	3.470E-01	Tudor domain containing 1
SOX1	1.001	0.002	2.629E-01	
LOC100047082	1.001	0.002	2.520E-01	
V1RC3	1.001	0.002	5.177E-01	
IFIH1	1.001	0.002	6.464E-01	Interferon induced with helicase C domain 1
1500002O20RIK	1.001	0.002	6.389E-01	
GRAP2	1.001	0.002	7.779E-01	
CLCNKB	1.001	0.002	7.373E-01	Chloride channel Kb
KRT82	1.001	0.002	7.839E-01	Keratin 82
MAPK15	1.001	0.001	5.987E-01	Mitogen-activated protein kinase 15
PSCA	1.001	0.001	2.956E-01	
RPN1	1.001	0.001	2.082E-01	Ribophorin I
POMC	1.001	0.001	5.267E-01	Pro-opiomelanocortin-alpha
OLFR5	1.001	0.001	5.511E-01	Olfactory receptor 5
PHF19	1.001	0.001	2.753E-01	PHD finger protein 19
APBA1	1.001	0.001	4.277E-01	Amyloid beta (A4) precursor protein binding, family A, member 1
KRT36	1.001	0.001	1.815E-01	
MMAA	1.001	0.001	3.820E-01	Methylmalonic aciduria (cobalamin deficiency) type A
RAB30	1.001	0.001	3.465E-01	RAB30, member RAS oncogene family
TACSTD2	1.001	0.001	2.891E-01	Tumor-associated calcium signal transducer 2
SH2D1B2	1.001	0.001	1.645E-01	SH2 domain protein 1B2
PARP3	1.001	0.001	5.484E-01	Poly (ADP-ribose) polymerase family, member 3
OLFR744	1.001	0.001	7.150E-01	Olfactory receptor 744
ZFP647	1.001	0.001	2.679E-01	
IL1F6	1.001	0.001	3.462E-01	Interleukin 1 family, member 6
OLFR707	1.001	0.001	9.320E-02	Olfactory receptor 707
NR2C2	1.001	0.001	3.110E-01	Nuclear receptor subfamily 2, group C, member 2
ST8SIA2	1.001	0.001	5.516E-01	Transcribed locus
OLFR50	1.001	0.001	3.042E-01	Olfactory receptor 50
OLFR31	1.001	0.001	1.533E-01	Olfactory receptor 31
SPATA3	1.001	0.001	5.352E-01	Spermatogenesis associated 3
OLFR218	1.001	0.001	2.874E-01	Olfactory receptor 218
LMX1A	1.001	0.001	5.660E-01	LIM homeobox transcription factor 1 alpha
ITGA2	1.001	0.001	2.920E-01	Integrin alpha 2
OLFR1034	1.001	0.001	5.559E-01	Olfactory receptor 1034
TMPRSS11C	1.001	0.001	2.673E-01	Transmembrane protease, serine 11c
PSPC1	1.001	0.001	8.839E-01	Transcribed locus
1110004E09RIK	1.001	0.001	4.643E-01	
DHRS9	1.001	0.001	5.895E-01	
GGN	1.001	0.001	6.694E-01	Gametogenetin
9030619P08Rik	1.001	0.001	8.424E-01	
1200009F10RIK	1.001	0.001	6.613E-01	
DGKK	1.001	0.001	7.166E-01	Diacylglycerol kinase kappa
NANOG	1.001	0.001	1.812E-01	Nanog homeobox
LOC100046777	1.001	0.001	4.781E-01	
TREM1	1.001	0.001	6.357E-01	Triggering receptor expressed on myeloid cells 1
FMO2	1.001	0.001	4.985E-01	Flavin containing monooxygenase 2
LPAR3	1.001	0.001	1.257E-01	Endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor 7
